,Referee_season_fouls,Season_season_fouls,Games_season_fouls,Total fouls_season_fouls,Shooting_season_fouls,Personal_season_fouls,Loose ball_season_fouls,Personal take_season_fouls,Offensive charge_season_fouls,Offensive_season_fouls,Kicked ball_season_fouls,Technical_season_fouls,Defensive goaltending_season_fouls,Shooting block_season_fouls,Defensive 3 seconds_season_fouls,Delay of game_season_fouls,Personal block_season_fouls,Flagrant 1_season_fouls,Away from play_season_fouls,Double technical_season_fouls,Clear path_season_fouls,Double personal_season_fouls,Inbound foul_season_fouls,Delay technical_season_fouls,Lane violation_season_fouls,Jump ball violation_season_fouls,Flagrant 2_season_fouls,Hanging technical_season_fouls,Unsportsmanlike technical_season_fouls,Taunting technical_season_fouls,Excess timeout technical_season_fouls,Double lane_season_fouls,Too many players technical_season_fouls,Regular Season_season_fouls,Playoffs_season_fouls,Regular Season # Games_season_fouls,Playoffs # Games_season_fouls,Total fouls_z-score,Shooting_z-score,Personal_z-score,Loose ball_z-score,Personal take_z-score,Offensive charge_z-score,Offensive_z-score,Kicked ball_z-score,Technical_z-score,Defensive goaltending_z-score,Shooting block_z-score,Defensive 3 seconds_z-score,Delay of game_z-score,Personal block_z-score,Flagrant 1_z-score,Away from play_z-score,Double technical_z-score,Clear path_z-score,Double personal_z-score,Inbound foul_z-score,Delay technical_z-score,Lane violation_z-score,other_fouls_z-score,Total fouls_avg_per_game,Shooting_avg_per_game,Personal_avg_per_game,Loose ball_avg_per_game,Personal take_avg_per_game,Offensive charge_avg_per_game,Offensive_avg_per_game,Kicked ball_avg_per_game,Technical_avg_per_game,Defensive goaltending_avg_per_game,Shooting block_avg_per_game,Defensive 3 seconds_avg_per_game,Delay of game_avg_per_game,Personal block_avg_per_game,Flagrant 1_avg_per_game,Away from play_avg_per_game,Double technical_avg_per_game,Clear path_avg_per_game,Double personal_avg_per_game,Inbound foul_avg_per_game,Delay technical_avg_per_game,Lane violation_avg_per_game,other_fouls_avg_per_game,component_1,component_2,y
32,Jason Goldenberg,4,127,1805,823,610,112,51,60,27,22,23,22,8,20,9,6,3,1,2,2,0,2,1,0,1,0,0,0,0,0,0,0,4,0,127.0,0.0,0.4079959432212847,0.4116239132024995,0.6170858557619948,0.46815463373501903,0.12687003682907186,1.1337839496495064,-0.46228402810191843,-0.945608120523734,-0.30132093178202124,0.5864628349672474,-0.6295130247478554,0.5362411236503521,-0.7682432898925314,-0.6620033323596387,-0.3377540517453609,-0.9885905822086937,-0.27868107062580083,0.3604920127134428,-0.6921830684635563,1.002264756092618,0.2594344806831822,-0.7685073747299496,-0.8936194566915441,14.21259842519685,6.480314960629921,4.803149606299213,0.8818897637795275,0.4015748031496063,0.47244094488188976,0.2125984251968504,0.1732283464566929,0.18110236220472442,0.1732283464566929,0.06299212598425197,0.15748031496062992,0.07086614173228346,0.047244094488188976,0.023622047244094488,0.007874015748031496,0.015748031496062992,0.015748031496062992,0.0,0.015748031496062992,0.007874015748031496,0.0,0.0,0.45227696604261336,0.8416384676584696,1
33,Jason Phillips,3,149,2039,924,708,90,41,46,33,49,36,30,13,14,20,10,4,4,10,1,2,0,0,1,1,0,1,1,0,0,0,0,3,2,128.0,21.0,0.052191712544333656,-0.023506660058297383,0.5395690955664908,-0.8250587906030391,-1.3585117185417726,-0.7259862185520635,-0.41208462854503736,1.1976983146863542,0.2629570202996573,1.0986787278281707,-0.33314922315192974,-0.22009208306844594,0.5320830199346289,-0.3572416922076168,-0.22390510099968514,-0.11469268073643701,1.8227001251813915,-0.612967239277403,0.3646639124524006,-0.8611481709855304,-0.8383664271519197,0.29212691927306045,0.5044726352363532,13.684563758389261,6.201342281879195,4.751677852348993,0.6040268456375839,0.2751677852348993,0.3087248322147651,0.2214765100671141,0.3288590604026846,0.24161073825503357,0.20134228187919462,0.087248322147651,0.09395973154362416,0.1342281879194631,0.06711409395973154,0.026845637583892617,0.026845637583892617,0.06711409395973154,0.006711409395973154,0.013422818791946308,0.0,0.0,0.006711409395973154,0.013422818791946308,0.039635423791437016,0.9897379691861108,1
34,Jenna Schroeder,1,27,353,203,80,12,12,12,2,12,10,1,0,0,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,27.0,0.0,-0.35917296882635197,2.0309728448917035,-2.1542459097034463,-1.5677779158864116,0.6306219968793564,0.8157513780267717,-1.245542957475432,2.7895106963920915,1.4637200594601067,-1.8948458863458715,-1.3991549670187562,-1.338861169213224,0.05767057606570746,-1.3866227639976907,1.4440822587411508,2.060810915933897,-0.9229316841551662,-1.335945748065926,5.140046566961539,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,13.074074074074074,7.518518518518518,2.962962962962963,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.07407407407407407,0.4444444444444444,0.37037037037037035,0.037037037037037035,0.0,0.0,0.1111111111111111,0.0,0.07407407407407407,0.07407407407407407,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,-4.387588838564796,-1.8672863160200566,2
35,John Butler,2,39,407,201,123,21,21,13,0,11,4,3,0,2,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,39.0,0.0,-2.1368486938150464,-1.657349775880963,-1.8667747163309552,-1.1302090279139287,1.7353967036144395,-0.44644039060095614,-1.6643803639193737,0.5530735486953454,-1.0337386762810958,-1.1681506291403492,-1.3991549670187562,-0.7282509353832901,-2.2225698799494307,-1.3866227639976907,-0.2664489081509696,4.554272730579127,-0.9229316841551662,-1.335945748065926,3.345514371446125,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,10.435897435897436,5.153846153846154,3.1538461538461537,0.5384615384615384,0.5384615384615384,0.3333333333333333,0.0,0.28205128205128205,0.10256410256410256,0.07692307692307693,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.1282051282051282,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,-5.007497701878813,-1.1310065268117173,2
36,John Conley,1,8,88,39,30,7,1,1,0,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,0.0,-1.756740925404937,-2.0922830005895476,-0.9689635638952278,0.43608869607848155,-3.12310115441371,-2.8130499567779457,-1.6643803639193737,1.833139547705983,0.34119206387430034,4.262598748368776,-1.3991549670187562,-1.338861169213224,2.90797114608463,-1.3866227639976907,-1.1720242317997394,-1.3512947251595746,-0.9229316841551662,-1.335945748065926,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,11.0,4.875,3.75,0.875,0.125,0.125,0.0,0.375,0.25,0.375,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.755461961966504,-2.3168448219656455,2
37,John Goble,4,294,4376,1775,1618,245,96,100,138,70,86,53,35,26,50,26,6,17,12,5,4,2,6,1,2,0,2,1,0,0,0,0,4,4,249.0,45.0,0.8606430865693148,-0.27919401717499187,1.6716690619761907,0.24216612072704044,-0.754958154795813,-0.36916334354211555,0.9896811605876458,-0.05227785970377403,0.7376893935553152,0.7147951721465543,0.055376679832499644,-0.2858700516901749,1.267594083339046,-0.030220630625328038,-0.4512601986915349,1.312236719163391,0.7468607223393114,0.49609162964648773,0.37904278294105304,-0.056204491601432406,2.006954293155385,-0.23097502844951254,0.1692158580903778,14.884353741496598,6.037414965986395,5.503401360544218,0.8333333333333334,0.32653061224489793,0.3401360544217687,0.46938775510204084,0.23809523809523808,0.2925170068027211,0.18027210884353742,0.11904761904761904,0.08843537414965986,0.17006802721088435,0.08843537414965986,0.02040816326530612,0.05782312925170068,0.04081632653061224,0.017006802721088437,0.013605442176870748,0.006802721088435374,0.02040816326530612,0.003401360544217687,0.01020408163265306,1.957647995869962,-2.0426658171041847,0
38,Jonathan Sterling,3,127,1588,683,528,91,49,52,35,30,29,19,5,20,17,11,3,9,3,0,0,1,1,0,1,0,1,0,0,0,0,0,3,0,127.0,0.0,-0.7433469501411903,-1.307797143478734,-0.3552958445138357,-0.3014278700218819,-0.058181703597563736,0.4182106634983537,-0.10610733600785766,-0.07809665336909066,0.13925940809659937,0.1560859475446296,-0.9181287530994432,0.5362411236503521,0.5244914568247125,-0.05815380599459538,-0.3377540517453609,1.9130425613983533,0.043444236138881896,-1.335945748065926,-0.6921830684635563,0.07055829255354369,0.2594344806831822,-0.7685073747299496,-0.07347882008817122,12.503937007874017,5.377952755905512,4.15748031496063,0.7165354330708661,0.3858267716535433,0.4094488188976378,0.2755905511811024,0.23622047244094488,0.2283464566929134,0.14960629921259844,0.03937007874015748,0.15748031496062992,0.13385826771653545,0.08661417322834646,0.023622047244094488,0.07086614173228346,0.023622047244094488,0.0,0.0,0.007874015748031496,0.007874015748031496,0.0,0.007874015748031496,-0.3891958885045805,0.40735467045672613,1
39,Josh Tiven,4,280,4017,1961,1180,221,110,79,88,71,97,45,49,33,25,24,5,8,4,4,2,0,1,5,1,1,0,1,1,0,1,0,4,4,249.0,31.0,0.49817436372016627,1.2277786989593298,-0.2697465834268501,0.03716225535551652,0.02443068052147,-1.0279501697187305,0.11268691770706532,0.1608562820034159,1.240448007590842,0.35846555532074165,0.7390065538525898,0.06445199317807021,-0.39023379922298024,-0.0719560808829392,-0.5413557028300604,-0.03519683502352104,-0.33850434188209905,0.20296564921250138,-0.12978949647613638,-0.8611481709855304,-0.3404353010981413,2.0535374432423446,0.5943499840031466,14.346428571428572,7.003571428571429,4.214285714285714,0.7892857142857143,0.39285714285714285,0.28214285714285714,0.3142857142857143,0.25357142857142856,0.3464285714285714,0.16071428571428573,0.175,0.11785714285714285,0.08928571428571429,0.08571428571428572,0.017857142857142856,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.007142857142857143,0.0,0.0035714285714285713,0.017857142857142856,0.014285714285714285,1.3831391878687544,1.018917722252064,1
40,Justin Van Duyne,4,189,2779,1242,859,177,91,75,81,51,36,21,31,54,24,11,3,2,4,2,5,0,4,2,0,2,2,0,0,0,0,0,4,0,189.0,0.0,0.7389161399139648,0.55373932707105,0.22827120892954414,0.7223553549306091,1.0658362752901467,0.27481204861488834,0.7588932019348612,0.38492037969558984,-0.21390419767912053,-0.5452689801070446,0.6048664130874185,2.0631101335535496,0.3834192126392986,-0.49394785570989647,-0.6114299838266914,-0.8638510621462214,-0.05711339930617782,-0.19601137971153537,1.3907560870454063,-0.8611481709855304,2.1123365420556555,0.9038154803647435,1.3107797147079976,14.703703703703704,6.571428571428571,4.544973544973545,0.9365079365079365,0.48148148148148145,0.3968253968253968,0.42857142857142855,0.2698412698412698,0.19047619047619047,0.1111111111111111,0.164021164021164,0.2857142857142857,0.12698412698412698,0.0582010582010582,0.015873015873015872,0.010582010582010581,0.021164021164021163,0.010582010582010581,0.026455026455026454,0.0,0.021164021164021163,0.010582010582010581,0.021164021164021163,1.654446177489829,-1.6129309907449199,0
41,Kane Fitzgerald,4,284,4375,1791,1461,301,86,123,115,65,119,54,47,45,62,34,12,15,14,6,3,4,7,4,0,3,0,1,0,0,2,1,4,4,248.0,36.0,1.2114213525977575,0.14026156082134383,1.1309600220834752,1.2964494177081154,-1.0336128846492292,0.6868655988359121,0.6252149653208368,-0.17928086938844823,1.9173527163978163,0.8945965219717039,0.6228488857167221,0.5477954511591947,2.2576208751789038,0.44959009152643387,0.32026186491724734,1.081632712591933,1.0937542152378121,0.9399091352331568,0.1395257351798112,0.8054253623871797,2.598059654064297,1.4573307915580576,1.3068987302513084,15.404929577464788,6.306338028169014,5.144366197183099,1.0598591549295775,0.3028169014084507,0.43309859154929575,0.40492957746478875,0.22887323943661972,0.41901408450704225,0.19014084507042253,0.16549295774647887,0.15845070422535212,0.21830985915492956,0.11971830985915492,0.04225352112676056,0.0528169014084507,0.04929577464788732,0.02112676056338028,0.01056338028169014,0.014084507042253521,0.02464788732394366,0.014084507042253521,0.02112676056338028,4.714154859474454,-2.347998778446422,0
42,Karl Lane,4,253,3644,1567,1315,183,114,114,89,49,34,30,29,41,25,25,2,14,1,4,1,4,1,1,1,0,0,0,0,0,0,0,4,2,250.0,3.0,0.5364029401076523,-0.03546439656695716,1.2111732967624826,-0.26985079759217995,0.7028710075246263,0.8855959818243538,0.32468344573436614,-0.6640097836064413,-0.7369672362338062,-0.40924443026874385,0.0013347925581843403,0.5907154392730688,-0.1946880514774698,0.12896794446793186,-0.892835001583913,1.197669567989304,-0.7612324194946337,0.367197300305456,-0.38097713930055715,1.0096300245790926,-0.2872964062228369,-0.14386504347916504,-0.8936194566915441,14.403162055335969,6.1936758893280635,5.1976284584980235,0.7233201581027668,0.4505928853754941,0.4505928853754941,0.35177865612648224,0.19367588932806323,0.13438735177865613,0.11857707509881422,0.11462450592885376,0.16205533596837945,0.09881422924901186,0.09881422924901186,0.007905138339920948,0.05533596837944664,0.003952569169960474,0.015810276679841896,0.003952569169960474,0.015810276679841896,0.003952569169960474,0.003952569169960474,0.0,1.3253751805514125,0.6211583469298041,1
43,Ken Mauer,4,260,3835,1807,1191,184,113,107,63,55,73,38,57,17,32,39,15,6,20,6,1,2,2,0,4,1,1,0,1,0,0,0,4,3,228.0,32.0,0.7701118532304507,1.1442200991384683,0.28217971949907567,-0.3425850295634594,0.5151228229934163,0.4419484311639446,-0.29429877091717155,-0.4180110022782418,0.6281341313849917,0.09318471015209304,1.2794210041827105,-0.5603331210800583,0.303234932867338,0.9140439314531242,0.8655202464099926,-0.28829258312660816,2.223984774238273,1.1499880475376876,-0.38935576047033016,0.0490573741641805,0.23410061357929532,-0.7685073747299496,0.30820201463878316,14.75,6.95,4.5807692307692305,0.7076923076923077,0.4346153846153846,0.4115384615384615,0.2423076923076923,0.21153846153846154,0.28076923076923077,0.14615384615384616,0.21923076923076923,0.06538461538461539,0.12307692307692308,0.15,0.057692307692307696,0.023076923076923078,0.07692307692307693,0.023076923076923078,0.0038461538461538464,0.007692307692307693,0.007692307692307693,0.0,0.011538461538461539,2.3515089955435498,3.36433997518761,1
44,Kevin Cutler,4,236,2943,1362,980,152,111,80,44,51,32,22,30,15,18,19,4,9,3,2,4,1,2,2,0,0,0,0,0,0,0,0,4,3,231.0,5.0,-0.7659862201094797,-0.6944467629083643,-0.3627324139454617,-0.6387025266320491,0.93490316610724,-0.38226114812835976,-0.6101879087172488,-0.3551673179317229,-0.7257217676537999,-0.8712261142409984,0.15398899487326279,-0.5820667056740052,-0.6573200753966661,-0.15180165626985218,-0.5734235941336033,0.40536135701354786,-0.4028904050138776,-0.4230322073075369,0.642310153201508,-0.35976376052170667,0.3431650583994188,0.5707681321043597,-0.8936194566915441,12.470338983050848,5.771186440677966,4.1525423728813555,0.6440677966101694,0.4703389830508475,0.3389830508474576,0.1864406779661017,0.21610169491525424,0.13559322033898305,0.09322033898305085,0.1271186440677966,0.0635593220338983,0.07627118644067797,0.08050847457627118,0.01694915254237288,0.038135593220338986,0.012711864406779662,0.00847457627118644,0.01694915254237288,0.00423728813559322,0.00847457627118644,0.00847457627118644,0.0,-1.4384554032216181,0.4452293364126659,1
45,Kevin Scott,4,256,3487,1525,1187,242,105,93,59,61,47,37,23,8,28,27,11,11,7,7,1,1,3,1,2,1,0,0,0,0,0,0,4,3,238.0,18.0,0.009423881328755896,-0.40457336462444904,0.366440020196421,0.7633330419840387,0.22770877819436713,-0.10624026546301366,-0.3612397614482811,-0.049716151269793195,-0.2780872029212347,0.06362216313742627,-0.301438114785699,-0.966770557973108,0.022041818940471053,0.23103350624116364,0.34552191603355054,0.6279931174278497,0.1956987756643765,1.609626848287314,-0.384624083782936,-0.3989344175891929,0.7954700802120406,-0.15118507079851012,-0.48675281275158955,13.62109375,5.95703125,4.63671875,0.9453125,0.41015625,0.36328125,0.23046875,0.23828125,0.18359375,0.14453125,0.08984375,0.03125,0.109375,0.10546875,0.04296875,0.04296875,0.02734375,0.02734375,0.00390625,0.00390625,0.01171875,0.00390625,0.00390625,0.21133426434687863,0.29712213561158085,1
46,Lauren Holtkamp-Sterling,3,119,1571,791,492,44,38,45,48,24,15,13,22,7,6,14,2,4,0,3,1,0,1,1,0,0,0,0,0,0,0,0,3,0,119.0,0.0,-0.2731881455674661,0.6717044091710901,-0.38997393753453446,-1.9154262302419365,-0.8395976663234817,0.06267897825728712,0.6163476980610829,-0.5537699578383383,-0.8147142690075289,-0.5792919273231494,0.8596471198561355,-0.6384553127612411,-1.1878389167156704,0.4178217030225564,-0.5784538515929827,0.19705573382401778,-0.9229316841551662,1.379780247131299,-0.03054357200776817,-0.8611481709855304,0.33323622238638234,0.5595137160805419,-0.8936194566915441,13.201680672268907,6.647058823529412,4.1344537815126055,0.3697478991596639,0.31932773109243695,0.37815126050420167,0.40336134453781514,0.20168067226890757,0.12605042016806722,0.1092436974789916,0.18487394957983194,0.058823529411764705,0.05042016806722689,0.11764705882352941,0.01680672268907563,0.03361344537815126,0.0,0.025210084033613446,0.008403361344537815,0.0,0.008403361344537815,0.008403361344537815,0.0,0.6866588711302123,1.8917147159524823,1
47,Leon Wood,4,210,2833,1215,961,212,80,87,71,62,15,31,10,30,20,17,5,11,2,0,2,1,0,0,0,0,0,0,1,0,0,0,4,2,207.0,3.0,-0.07858981019692708,-0.671786803634911,0.27528408852798714,1.0621815822131346,-0.11545962325342705,0.4731564693992461,0.24731322692118965,0.7346789712150813,-1.324096720785962,0.119879637967806,-0.8173423082782539,0.36212448217016285,-0.2680780605078837,-0.14499311883375868,-0.3311328598401675,1.0615514067565237,-0.5333134559731214,-1.335945748065926,0.057675027519670345,-0.29768759541666173,-0.8383664271519197,-0.7685073747299496,-0.3976296431266471,13.49047619047619,5.785714285714286,4.576190476190476,1.0095238095238095,0.38095238095238093,0.4142857142857143,0.3380952380952381,0.29523809523809524,0.07142857142857142,0.14761904761904762,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.08095238095238096,0.023809523809523808,0.05238095238095238,0.009523809523809525,0.0,0.009523809523809525,0.004761904761904762,0.0,0.0,0.004761904761904762,-0.7735160924747583,0.26311455242373527,1
48,Leroy Richardson,4,203,2800,1359,863,121,77,65,57,72,31,38,25,27,24,20,7,3,2,2,1,0,3,1,1,0,0,0,1,0,0,0,4,1,201.0,2.0,0.12532873040624778,0.7458280622914201,-0.21410597490151514,-0.8621417467915117,-0.1347548375672059,-0.5956650331973375,-0.07671837249763354,1.5532949849869937,-0.5661032050095667,0.840872817680125,0.10553294351702582,0.2448151269023432,0.2036958269435242,0.12448836601926509,0.045818444831364775,-0.6705544371581675,-0.5198783446564992,-0.27462754304632087,-0.3043254326101632,-0.8611481709855304,1.2220382323809562,0.009987747469304115,-0.3805265461071679,13.793103448275861,6.694581280788177,4.251231527093596,0.5960591133004927,0.3793103448275862,0.32019704433497537,0.28078817733990147,0.35467980295566504,0.15270935960591134,0.18719211822660098,0.12315270935960591,0.1330049261083744,0.11822660098522167,0.09852216748768473,0.034482758620689655,0.014778325123152709,0.009852216748768473,0.009852216748768473,0.0049261083743842365,0.0,0.014778325123152709,0.0049261083743842365,0.0049261083743842365,0.9526255629601557,1.144179512728435,1
49,Marat Kogut,4,239,3447,1535,1158,176,104,116,85,52,62,34,27,22,25,22,3,12,4,4,0,2,0,2,0,2,0,0,0,0,0,0,4,0,239.0,0.0,0.5494968128642376,0.32159325894949514,0.6803963491568282,-0.2089675692118773,0.5213631822155602,1.2804914434629227,0.3465649243418115,-0.33490182617742104,0.42898553118274946,0.022230932349031476,-0.018871379128108278,-0.24282857376116704,-0.07589999457953073,0.02522290685078725,-0.728709115201806,0.9615132826108961,-0.2382469317013637,0.46696300188369594,-0.6921830684635563,0.12903359361248132,-0.8383664271519197,0.5539571424788243,-0.022005558376662526,14.422594142259415,6.422594142259414,4.845188284518828,0.7364016736401674,0.4351464435146444,0.48535564853556484,0.35564853556485354,0.2175732217573222,0.2594142259414226,0.14225941422594143,0.11297071129707113,0.09205020920502092,0.10460251046025104,0.09205020920502092,0.012552301255230125,0.0502092050209205,0.016736401673640166,0.016736401673640166,0.0,0.008368200836820083,0.0,0.008368200836820083,0.008368200836820083,0.6853692110161576,1.1222696956035312,1
50,Marc Davis,4,292,4108,1896,1298,177,108,91,54,91,109,63,30,36,62,19,10,13,13,6,4,6,10,2,1,3,1,1,3,1,0,0,4,4,239.0,53.0,0.3108938596702295,0.4316445693419388,0.07801992319177338,-0.8151103859835575,-0.24576839937250908,-0.6928271399563682,-0.6187212224891216,0.9606146367129035,1.4909256905438513,1.3612394918912984,-0.14387423069506966,0.1291127491039455,2.134875922983607,-0.3886166632313554,0.03747705663526127,0.6994742474839334,0.8984001016958308,0.8775569466496201,0.38637994630683803,1.5702228057842451,3.936315603500749,0.31392077462928664,2.316725569464809,14.068493150684931,6.493150684931507,4.445205479452055,0.6061643835616438,0.3698630136986301,0.3116438356164384,0.18493150684931506,0.3116438356164384,0.3732876712328767,0.21575342465753425,0.10273972602739725,0.1232876712328767,0.21232876712328766,0.06506849315068493,0.03424657534246575,0.04452054794520548,0.04452054794520548,0.02054794520547945,0.0136986301369863,0.02054794520547945,0.03424657534246575,0.00684931506849315,0.030821917808219176,2.540177503693421,-4.208120511797605,0
51,Mark Ayotte,4,238,3338,1536,1184,172,93,80,39,60,36,25,17,24,19,25,12,2,2,7,0,2,1,0,0,1,0,0,0,1,0,0,4,3,231.0,7.0,0.2817285430740312,0.37023808824876775,0.8755771583358315,-0.27278794491208114,-0.0002558436740999527,-0.4146204300473154,-0.7378345887398132,0.1406037165018278,-0.5796146758790213,-0.6558435585593854,-0.5264359789080028,-0.13816541529553902,-0.5842458548293105,0.2244883672703871,0.6086869088205306,-0.9642071104136763,-0.5791508945827738,1.8324012463308366,-0.6921830684635563,0.13319402119482596,-0.2525651023827687,-0.7685073747299496,-0.018343315106431893,14.025210084033613,6.453781512605042,4.974789915966387,0.7226890756302521,0.3907563025210084,0.33613445378151263,0.1638655462184874,0.25210084033613445,0.15126050420168066,0.10504201680672269,0.07142857142857142,0.10084033613445378,0.07983193277310924,0.10504201680672269,0.05042016806722689,0.008403361344537815,0.008403361344537815,0.029411764705882353,0.0,0.008403361344537815,0.004201680672268907,0.0,0.008403361344537815,-0.5805922744905858,-0.6973485180748126,1
52,Mark Lindsay,4,247,3332,1516,1173,134,94,87,44,74,30,26,12,84,24,8,7,5,9,4,0,1,0,0,0,0,0,0,0,0,0,0,4,3,240.0,7.0,-0.07899252177658249,-0.12284852572944381,0.5355179428179514,-1.1113663485275538,-0.1199904832947192,-0.2318166890529213,-0.6571357508517565,0.7946831020476254,-0.8575461786868116,-0.6518145253364257,-0.8055647240932234,2.710448802501073,-0.22851344877829757,-0.8898526273281488,-0.17112518987215172,-0.4188367058324111,0.5677129540311994,0.4085691962173116,-0.6921830684635563,-0.38209262090673524,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,13.489878542510121,6.137651821862348,4.748987854251012,0.5425101214574899,0.3805668016194332,0.3522267206477733,0.17813765182186234,0.29959514170040485,0.1214574898785425,0.10526315789473684,0.048582995951417005,0.340080971659919,0.09716599190283401,0.032388663967611336,0.02834008097165992,0.020242914979757085,0.03643724696356275,0.016194331983805668,0.0,0.004048582995951417,0.0,0.0,0.0,0.34150135495784983,0.6786053826725718,1
53,Matt Boland,4,228,3132,1266,1080,260,87,112,49,57,42,34,33,28,20,36,6,7,4,3,0,4,3,0,0,0,1,0,0,0,0,0,4,1,227.0,1.0,0.08741829549387206,-1.0353400098730432,0.5172263743472744,1.6710693075271337,-0.10809697568632673,1.3472005437647623,-0.44920078338135816,0.11167148007098762,-0.2723353831057964,0.14727706388393236,0.3692492983635603,0.12338965390582786,-0.42238004625326897,1.035131652266325,-0.24261797858126516,0.0629332708199566,-0.20521389539876794,0.08147264416420444,-0.6921830684635563,1.2147592126892488,0.9961166688356847,-0.7685073747299496,-0.43678673367124426,13.736842105263158,5.552631578947368,4.7368421052631575,1.1403508771929824,0.3815789473684211,0.49122807017543857,0.2149122807017544,0.25,0.18421052631578946,0.14912280701754385,0.14473684210526316,0.12280701754385964,0.08771929824561403,0.15789473684210525,0.02631578947368421,0.03070175438596491,0.017543859649122806,0.013157894736842105,0.0,0.017543859649122806,0.013157894736842105,0.0,0.0043859649122807015,1.5075537611791132,0.851102474646806,1
54,Matt Myers,3,65,835,383,314,47,22,24,5,13,4,10,0,1,7,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,65.0,0.0,-0.5127518651536689,-0.5055266152734021,0.6586811705205097,-0.27098284789523513,-0.6147603998038278,-0.03865535765968976,-1.229433826458357,-0.5769157469830104,-1.4163280996286842,0.23333308118458662,-1.3991549670187562,-1.1556780990642437,-0.01249066873475808,-1.3866227639976907,0.4580113507680463,-0.6426266304709303,-0.9229316841551662,0.32134344900314976,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,12.846153846153847,5.892307692307693,4.8307692307692305,0.7230769230769231,0.3384615384615385,0.36923076923076925,0.07692307692307693,0.2,0.06153846153846154,0.15384615384615385,0.0,0.015384615384615385,0.1076923076923077,0.0,0.046153846153846156,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,-3.1087479444255246,-0.2944382996301302,2
55,Michael Smith,4,231,3651,1652,1247,156,91,124,81,47,42,28,21,65,31,21,7,10,8,2,2,4,4,1,3,0,3,1,0,0,0,0,4,3,225.0,6.0,1.4811310333659495,1.4585354786666358,1.5133382105880802,-0.493228580605698,0.03714798086464234,1.8648458350680006,0.3182980081431823,-0.5292213935939891,-0.2946454720868907,-0.36123576561993165,-0.2884217094232516,2.0115651138146595,0.5314867747182039,0.007720687790682126,-0.10179884930573871,0.6427929871677792,0.49386187287045125,-0.4032721739577882,-0.01049389029698668,1.1877993765376282,1.575845093108824,-0.08437529764575695,0.9099798653626265,15.805194805194805,7.151515151515151,5.3982683982683985,0.6753246753246753,0.3939393939393939,0.5367965367965368,0.35064935064935066,0.20346320346320346,0.18181818181818182,0.12121212121212122,0.09090909090909091,0.2813852813852814,0.1341991341991342,0.09090909090909091,0.030303030303030304,0.04329004329004329,0.03463203463203463,0.008658008658008658,0.008658008658008658,0.017316017316017316,0.017316017316017316,0.004329004329004329,0.017316017316017316,4.368930984790728,0.7747446783566974,0
56,Mike Callahan,3,221,2883,1366,932,147,89,56,58,53,30,21,19,27,18,14,19,3,14,5,1,2,2,1,2,2,1,1,0,0,0,0,3,3,178.0,43.0,-0.3785961821853953,-0.05524280616333878,-0.2653658296334527,-0.5405440024109038,0.14026744790068352,-1.3545331110163803,-0.18044511846414069,-0.02853858878616121,-0.7242913485734875,-0.8383897561227174,-0.34873301752798497,0.11582791726397114,-0.5510814008795103,-0.41499882021755763,1.8643165592579003,-0.7259993474931238,1.668646575698254,1.101244247623891,-0.33591564729505496,0.2096818821317766,0.423359503120098,-0.05341909506276174,0.9915906944148516,13.04524886877828,6.180995475113122,4.217194570135747,0.665158371040724,0.40271493212669685,0.25339366515837103,0.26244343891402716,0.2398190045248869,0.13574660633484162,0.09502262443438914,0.08597285067873303,0.12217194570135746,0.08144796380090498,0.06334841628959276,0.08597285067873303,0.013574660633484163,0.06334841628959276,0.02262443438914027,0.004524886877828055,0.00904977375565611,0.00904977375565611,0.004524886877828055,0.01809954751131222,0.2726882559035025,-0.928582251975202,1
